ParticipantNo,Trial,AttendedColor,Reward,EventType,Response,RT
15,553,1,0,1,0,NaN
15,553,1,0,1,0,NaN
15,553,1,0,2,2,574
15,554,2,0,1,0,NaN
15,554,2,0,2,1,509
15,554,2,0,1,0,NaN
15,555,2,0,2,0,NaN
15,555,2,0,1,2,491
15,555,2,0,1,0,NaN
15,557,2,0,2,0,NaN
15,557,2,0,1,0,NaN
15,557,2,0,2,1,467
15,559,1,0,2,2,500
15,561,1,0,1,0,NaN
15,561,1,0,1,1,375
15,563,2,0,2,0,NaN
15,563,2,0,1,0,NaN
15,563,2,0,2,1,516
15,566,1,0,1,0,NaN
15,566,1,0,2,2,433
15,568,1,0,1,1,616
15,569,1,0,1,0,NaN
15,569,1,0,2,2,509
15,570,1,0,2,2,509
15,571,2,0,2,1,408
15,571,2,0,1,0,NaN
15,573,2,0,2,0,NaN
15,573,2,0,2,1,425
15,574,1,0,1,1,666
15,576,2,0,1,3,NaN
15,577,2,0,1,0,NaN
15,577,2,0,2,0,NaN
15,577,2,0,2,1,483
15,580,1,0,2,0,NaN
15,583,1,0,2,0,NaN
15,583,1,0,2,2,409
15,585,2,0,1,3,NaN
15,586,2,0,2,0,NaN
15,586,2,0,2,1,409
15,586,2,0,1,0,NaN
15,587,2,0,1,3,NaN
15,589,1,0,2,2,475
15,591,2,0,1,0,NaN
15,591,2,0,2,1,559
15,592,1,0,2,0,NaN
15,592,1,0,1,0,NaN
15,592,1,0,2,2,367
15,594,1,0,2,0,NaN
15,594,1,0,1,0,NaN
15,594,1,0,2,2,408
15,595,2,0,1,3,NaN
15,597,1,0,1,1,667
15,598,2,0,2,0,NaN
15,598,2,0,1,0,NaN
15,598,2,0,2,1,484
16,1,1,0,1,0,NaN
16,2,1,0,2,3,NaN
16,3,1,0,2,0,NaN
16,3,1,0,1,1,767
16,5,1,0,2,0,NaN
16,5,1,0,1,1,809
16,5,1,0,2,0,NaN
16,6,2,0,2,1,616
16,6,2,0,1,0,NaN
16,6,2,0,1,0,NaN
16,7,2,0,2,0,NaN
16,7,2,0,1,0,NaN
16,7,2,0,2,1,634
16,8,2,0,1,3,NaN
16,10,1,0,1,1,692
16,12,1,0,1,1,601
16,13,2,0,2,0,NaN
16,13,2,0,2,1,525
16,13,2,0,1,0,NaN
16,16,1,0,1,0,NaN
16,16,1,0,2,2,734
16,16,1,0,2,0,NaN
16,17,1,0,2,0,NaN
16,17,1,0,1,1,600
16,17,1,0,2,0,NaN
16,19,2,0,1,0,NaN
16,20,2,0,1,3,NaN
16,20,2,0,1,3,NaN
16,21,1,0,2,3,NaN
16,22,1,0,2,0,NaN
16,22,1,0,1,1,750
16,24,1,0,1,1,783
16,25,1,0,2,0,NaN
16,25,1,0,2,0,NaN
16,25,1,0,1,1,609
16,28,1,0,1,0,NaN
16,28,1,0,2,3,NaN
16,28,1,0,2,3,NaN
16,29,1,0,1,0,NaN
16,29,1,0,1,1,649
16,30,2,0,2,1,533
16,30,2,0,2,0,NaN
16,30,2,0,1,0,NaN
16,31,2,0,2,0,NaN
16,31,2,0,2,1,458
16,34,2,0,1,3,NaN
16,36,2,0,2,1,609
16,37,1,0,2,3,NaN
16,37,1,0,2,3,NaN
16,39,2,0,2,1,583
16,44,2,0,2,0,NaN
16,44,2,0,2,1,500
16,44,2,0,1,0,NaN
16,45,1,0,2,3,NaN
16,47,1,0,1,0,NaN
16,47,1,0,2,0,NaN
16,47,1,0,1,1,516
16,53,1,0,1,0,NaN
16,54,1,0,1,0,NaN
16,54,1,0,2,2,566
16,55,2,0,2,1,483
16,55,2,0,1,0,NaN
16,55,2,0,1,0,NaN
16,59,2,0,1,3,NaN
16,59,2,0,1,3,NaN
16,60,1,0,1,0,NaN
16,62,1,0,2,0,NaN
16,62,1,0,2,0,NaN
16,62,1,0,1,1,633
16,64,1,0,1,0,NaN
16,65,2,0,2,1,516
16,69,1,0,1,1,484
16,74,2,0,1,0,NaN
16,74,2,0,2,1,567
16,75,2,0,2,1,625
16,76,2,0,1,3,NaN
16,76,2,0,1,3,NaN
16,77,1,0,1,1,433
16,77,1,0,1,0,NaN
16,78,2,0,1,3,NaN
16,78,2,0,1,3,NaN
16,81,1,0,2,0,NaN
16,81,1,0,2,0,NaN
16,81,1,0,1,1,642
16,83,2,0,2,0,NaN
16,83,2,0,2,1,816
16,83,2,0,1,0,NaN
16,86,2,0,2,0,NaN
16,86,2,0,2,0,NaN
16,86,2,0,2,1,559
16,89,2,0,1,3,NaN
16,89,2,0,1,3,NaN
16,90,1,0,2,3,NaN
16,90,1,0,2,3,NaN
16,91,2,0,1,0,NaN
16,91,2,0,2,1,575
16,92,2,0,2,1,642
16,93,1,0,1,0,NaN
16,93,1,0,1,1,508
16,96,2,0,1,0,NaN
16,96,2,0,2,1,600
16,97,1,0,1,0,NaN
16,97,1,0,1,1,467
16,97,1,0,2,0,NaN
16,100,2,0,2,0,NaN
16,100,2,0,2,0,NaN
16,100,2,0,2,1,492
16,101,1,0,1,0,NaN
16,101,1,0,1,0,NaN
16,101,1,0,1,1,426
16,103,1,0,2,3,NaN
16,105,1,0,1,1,616
16,107,1,0,1,0,NaN
16,107,1,0,2,2,466
16,109,1,0,2,3,NaN
16,112,2,0,2,0,NaN
16,112,2,0,1,0,NaN
16,113,1,0,2,0,NaN
16,113,1,0,1,0,NaN
16,113,1,0,1,1,475
16,114,2,0,1,2,558
16,115,1,0,1,1,783
16,115,1,0,2,0,NaN
16,115,1,0,2,0,NaN
16,116,2,0,1,3,NaN
16,116,2,0,1,3,NaN
16,116,2,0,1,3,NaN
16,117,1,0,2,3,NaN
16,120,1,0,2,0,NaN
16,120,1,0,1,1,658
16,122,2,0,2,0,NaN
16,122,2,0,2,1,533
16,123,2,0,1,3,NaN
16,124,1,0,1,1,558
16,125,1,0,1,0,NaN
16,125,1,0,1,1,483
16,127,2,0,2,1,516
16,127,2,0,1,0,NaN
16,130,1,0,2,0,NaN
16,130,1,0,1,1,683
16,131,1,0,1,1,716
16,131,1,0,2,0,NaN
16,132,1,0,1,0,NaN
16,132,1,0,2,3,NaN
16,132,1,0,2,3,NaN
16,133,2,0,2,0,NaN
16,133,2,0,2,1,399
16,133,2,0,1,0,NaN
16,134,2,0,2,0,NaN
16,134,2,0,1,3,NaN
16,137,2,0,2,0,NaN
16,137,2,0,2,1,500
16,139,2,0,1,3,NaN
16,141,2,0,1,3,NaN
16,142,1,0,1,1,599
16,143,2,0,2,1,625
16,143,2,0,1,0,NaN
16,144,2,0,1,3,NaN
16,144,2,0,1,3,NaN
16,145,1,0,2,3,NaN
16,145,1,0,2,3,NaN
16,146,1,0,1,0,NaN
16,146,1,0,1,1,542
16,148,2,0,2,1,724
16,148,2,0,1,0,NaN
16,148,2,0,1,0,NaN
16,149,1,0,2,3,NaN
16,152,1,0,2,0,NaN
16,152,1,0,1,0,NaN
16,152,1,0,1,1,634
16,153,2,0,1,3,NaN
16,153,2,0,1,3,NaN
16,155,1,0,2,0,NaN
16,155,1,0,1,1,766
16,155,1,0,2,0,NaN
16,156,2,0,2,0,NaN
16,156,2,0,1,0,NaN
16,157,1,0,2,0,NaN
16,157,1,0,1,1,516
16,158,1,0,2,2,775
16,158,1,0,1,0,NaN
16,158,1,0,2,0,NaN
16,160,2,0,2,1,642
16,160,2,0,1,0,NaN
16,162,1,0,2,3,NaN
16,162,1,0,2,3,NaN
16,163,2,0,1,0,NaN
16,163,2,0,2,1,509
16,165,2,0,2,1,684
16,165,2,0,1,0,NaN
16,168,1,0,2,3,NaN
16,168,1,0,1,0,NaN
16,168,1,0,2,3,NaN
16,170,2,0,1,3,NaN
16,170,2,0,1,3,NaN
16,171,1,0,2,0,NaN
16,171,1,0,1,1,525
16,171,1,0,2,0,NaN
16,172,1,0,2,0,NaN
16,172,1,0,1,0,NaN
16,172,1,0,1,1,575
16,175,1,0,2,3,NaN
16,175,1,0,2,3,NaN
16,177,2,0,1,3,NaN
16,178,1,0,2,3,NaN
16,178,1,0,1,0,NaN
16,179,2,0,2,0,NaN
16,179,2,0,2,1,541
16,179,2,0,1,0,NaN
16,182,1,0,1,1,675
16,182,1,0,2,0,NaN
16,183,2,0,2,1,683
16,184,2,0,1,0,NaN
16,184,2,0,2,1,516
16,184,2,0,1,0,NaN
16,185,2,0,1,0,NaN
16,185,2,0,2,1,750
16,186,2,0,2,0,NaN
16,186,2,0,2,0,NaN
16,186,2,0,2,1,475
16,187,2,0,2,0,NaN
16,187,2,0,2,0,NaN
16,187,2,0,2,1,659
16,188,2,0,1,0,NaN
16,188,2,0,2,1,717
16,189,2,0,2,1,516
16,190,1,0,1,1,650
16,191,2,0,1,3,NaN
16,192,2,0,1,0,NaN
16,192,2,0,1,0,NaN
16,192,2,0,2,1,649
16,194,2,0,2,1,525
16,195,2,0,1,0,NaN
16,195,2,0,2,1,592
16,196,1,0,2,0,NaN
16,196,1,0,1,1,542
16,197,2,0,2,1,443
16,197,2,0,1,0,NaN
16,199,1,0,1,1,568
16,199,1,0,2,0,NaN
16,201,2,0,1,3,NaN
16,201,2,0,1,3,NaN
16,201,2,0,1,3,NaN
16,203,1,0,1,1,601
16,203,1,0,2,0,NaN
16,205,1,0,1,0,NaN
16,205,1,0,2,2,491
16,207,2,0,1,3,NaN
16,208,2,1,2,1,525
16,209,2,0,2,1,692
16,209,2,0,1,0,NaN
16,210,1,0,2,3,NaN
16,210,1,0,2,3,NaN
16,210,1,0,1,0,NaN
16,211,2,0,1,0,NaN
16,211,2,1,2,1,516
16,211,2,0,2,0,NaN
16,216,2,0,1,3,NaN
16,217,2,0,2,0,NaN
16,217,2,1,2,1,541
16,218,2,1,2,1,609
16,219,1,0,2,0,NaN
16,219,1,0,2,2,542
16,220,1,0,1,1,508
16,220,1,0,2,0,NaN
16,220,1,0,2,0,NaN
16,224,2,1,2,1,583
16,225,2,0,1,0,NaN
16,225,2,1,2,0,NaN
16,225,2,0,2,1,525
16,227,2,0,2,1,526
16,229,1,0,2,3,NaN
16,233,2,1,2,0,NaN
16,233,2,0,2,0,NaN
16,233,2,0,1,0,NaN
16,234,2,0,1,0,NaN
16,234,2,0,1,0,NaN
16,234,2,0,2,1,534
16,235,2,1,2,1,541
16,243,1,0,1,1,509
16,243,1,0,2,0,NaN
16,244,1,0,2,3,NaN
16,245,2,0,1,3,NaN
16,246,1,0,1,0,NaN
16,246,1,0,1,1,667
16,246,1,0,2,0,NaN
16,247,2,0,2,1,541
16,247,2,0,1,0,NaN
16,251,2,0,1,0,NaN
16,251,2,1,2,1,583
16,251,2,0,1,0,NaN
16,258,2,1,2,1,483
16,259,2,0,2,0,NaN
16,259,2,0,2,0,NaN
16,259,2,1,2,1,442
16,260,1,0,2,0,NaN
16,260,1,1,1,1,634
16,261,1,1,1,1,484
16,262,1,0,2,0,NaN
16,262,1,0,1,0,NaN
16,262,1,0,1,1,500
16,265,1,0,2,3,NaN
16,266,2,1,2,1,525
16,268,2,0,1,3,NaN
16,271,2,1,2,0,NaN
16,271,2,1,2,1,525
16,273,1,0,2,0,NaN
16,273,1,0,1,0,NaN
16,273,1,0,1,1,467
16,275,1,0,2,0,NaN
16,275,1,0,2,2,375
16,276,1,0,2,0,NaN
16,276,1,0,1,0,NaN
16,276,1,0,1,1,758
16,277,1,1,1,1,575
16,277,1,0,2,0,NaN
16,279,1,0,2,3,NaN
16,279,1,0,1,0,NaN
16,280,2,0,1,0,NaN
16,280,2,1,2,0,NaN
16,280,2,1,2,1,500
16,281,2,1,2,0,NaN
16,281,2,1,2,1,841
16,281,2,1,2,0,NaN
16,282,2,1,2,1,417
16,282,2,0,1,0,NaN
16,284,2,1,2,0,NaN
16,284,2,1,2,1,450
16,285,2,1,2,1,559
16,287,1,0,1,1,608
16,287,1,0,2,0,NaN
16,288,2,0,2,0,NaN
16,288,2,1,2,1,442
16,288,2,0,1,0,NaN
16,289,1,0,1,0,NaN
16,289,1,0,2,2,659
16,292,1,1,1,0,NaN
16,292,1,0,2,2,509
16,293,1,0,1,0,NaN
16,293,1,0,1,0,NaN
16,293,1,0,2,2,792
16,294,1,0,2,3,NaN
16,295,2,1,2,0,NaN
16,295,2,0,1,0,NaN
16,295,2,1,2,1,533
16,296,1,0,1,1,467
16,298,1,0,2,0,NaN
16,298,1,1,1,1,500
16,302,2,0,1,0,NaN
16,302,2,1,2,1,550
16,303,1,0,1,0,NaN
16,303,1,0,1,0,NaN
16,303,1,0,1,1,575
16,305,1,0,1,0,NaN
16,305,1,0,1,1,492
16,306,1,0,1,1,583
16,307,1,0,1,1,566
16,307,1,0,2,0,NaN
16,307,1,0,2,0,NaN
16,308,2,0,1,3,NaN
16,308,2,0,1,3,NaN
16,308,2,0,1,3,NaN
16,309,1,1,1,1,567
16,310,1,1,1,0,NaN
16,310,1,0,2,0,NaN
16,310,1,0,1,1,525
16,313,2,1,2,1,441
16,313,2,0,1,0,NaN
16,316,2,0,1,3,NaN
16,318,2,0,1,3,NaN
16,318,2,0,1,3,NaN
16,320,1,0,1,1,558
16,321,1,0,1,0,NaN
16,321,1,0,2,0,NaN
16,321,1,0,1,1,458
16,322,2,1,2,1,533
16,323,2,0,1,0,NaN
16,323,2,0,1,2,550
16,323,2,0,1,0,NaN
16,324,1,0,1,1,575
16,324,1,0,2,0,NaN
16,325,2,0,1,3,NaN
16,325,2,0,1,3,NaN
16,326,2,0,2,0,NaN
16,326,2,1,2,1,575
16,327,1,1,1,0,NaN
16,327,1,0,2,2,491
16,328,2,0,1,0,NaN
16,328,2,1,2,1,525
16,328,2,0,1,0,NaN
16,331,1,0,2,3,NaN
16,331,1,0,2,3,NaN
16,332,1,0,2,3,NaN
16,333,1,0,1,0,NaN
16,333,1,1,1,1,474
16,334,1,0,2,3,NaN
16,334,1,0,2,3,NaN
16,335,2,0,1,3,NaN
16,337,2,0,1,3,NaN
16,337,2,1,2,0,NaN
16,338,1,0,2,0,NaN
16,338,1,0,1,1,583
16,339,1,0,1,0,NaN
16,339,1,0,1,1,483
16,340,1,0,2,0,NaN
16,340,1,1,1,1,558
16,342,1,0,2,0,NaN
16,342,1,0,2,2,592
16,344,2,0,1,0,NaN
16,344,2,1,2,0,NaN
16,347,1,0,2,3,NaN
16,348,1,0,2,0,NaN
16,348,1,0,1,1,533
16,353,1,0,2,0,NaN
16,353,1,0,1,1,658
16,354,2,1,2,1,750
16,355,2,0,1,3,NaN
16,355,2,0,1,3,NaN
16,356,1,0,2,0,NaN
16,356,1,0,1,1,575
16,357,2,0,1,3,NaN
16,357,2,0,1,3,NaN
16,359,1,0,2,3,NaN
16,359,1,0,2,3,NaN
16,359,1,0,2,3,NaN
16,360,2,1,2,1,784
16,360,2,0,1,0,NaN
16,360,2,0,1,0,NaN
16,361,1,1,1,1,725
16,361,1,0,2,0,NaN
16,362,1,0,2,3,NaN
16,363,2,0,1,3,NaN
16,363,2,0,1,3,NaN
16,363,2,0,1,3,NaN
16,366,1,0,2,0,NaN
16,366,1,0,1,1,525
16,367,2,0,1,3,NaN
16,369,1,0,2,3,NaN
16,371,1,0,1,0,NaN
16,371,1,0,1,1,517
16,372,2,0,1,0,NaN
16,372,2,1,2,1,609
16,373,2,0,1,3,NaN
16,374,2,0,1,3,NaN
16,376,2,1,2,0,NaN
16,376,2,0,1,0,NaN
16,376,2,1,2,1,458
16,377,1,0,2,3,NaN
16,377,1,0,2,3,NaN
16,378,2,1,2,1,557
16,378,2,0,1,0,NaN
16,380,2,1,2,1,575
16,381,2,0,1,0,NaN
16,381,2,1,2,0,NaN
16,381,2,1,2,1,500
16,383,1,0,2,3,NaN
16,385,1,0,1,0,NaN
16,385,1,0,1,1,574
16,387,2,1,2,1,600
16,387,2,0,1,0,NaN
16,388,2,1,2,1,492
16,388,2,0,1,0,NaN
16,389,2,1,2,0,NaN
16,389,2,1,2,1,542
16,390,1,0,1,1,567
16,390,1,0,2,0,NaN
16,392,1,0,2,0,NaN
16,392,1,0,2,0,NaN
16,392,1,0,1,1,483
16,393,2,1,2,1,717
16,393,2,0,1,0,NaN
16,393,2,0,1,0,NaN
16,395,1,1,1,0,NaN
16,395,1,0,1,0,NaN
16,395,1,0,1,1,517
16,397,2,1,2,1,516
16,397,2,0,1,0,NaN
16,397,2,0,1,0,NaN
16,398,1,0,2,0,NaN
16,398,1,0,1,1,484
16,401,2,0,1,3,NaN
16,401,2,0,1,3,NaN
16,401,2,0,1,3,NaN
16,402,2,0,1,3,NaN
16,402,2,0,2,0,NaN
16,403,1,0,1,1,533
16,407,1,0,2,3,NaN
16,409,1,0,2,0,NaN
16,409,1,0,1,0,NaN
16,409,1,0,1,0,NaN
16,410,2,0,2,0,NaN
16,410,2,0,1,0,NaN
16,410,2,0,2,1,459
16,411,2,0,1,3,NaN
16,411,2,0,1,3,NaN
16,413,2,0,2,1,592
16,415,2,0,1,0,NaN
16,415,2,0,2,1,576
16,415,2,0,1,0,NaN
16,416,2,0,1,2,601
16,416,2,0,1,0,NaN
16,417,1,0,2,0,NaN
16,417,1,0,1,0,NaN
16,417,1,0,1,1,526
16,418,2,0,2,0,NaN
16,418,2,0,2,1,441
16,418,2,0,1,0,NaN
16,419,1,0,1,0,NaN
16,419,1,0,2,2,509
16,420,2,0,2,1,517
16,420,2,0,1,0,NaN
16,423,1,0,2,0,NaN
16,423,1,0,1,1,509
16,423,1,0,2,0,NaN
16,427,2,0,1,3,NaN
16,428,2,0,2,1,517
16,428,2,0,1,0,NaN
16,431,1,0,2,0,NaN
16,431,1,0,1,1,534
16,434,2,0,1,0,NaN
16,434,2,0,2,1,509
16,435,1,0,2,3,NaN
16,435,1,0,2,3,NaN
16,436,1,0,1,1,475
16,438,1,0,2,3,NaN
16,438,1,0,2,3,NaN
16,439,2,0,1,0,NaN
16,439,2,0,2,1,384
16,439,2,0,1,0,NaN
16,440,1,0,1,0,NaN
16,440,1,0,2,0,NaN
16,440,1,0,1,1,592
16,441,1,0,2,0,NaN
16,441,1,0,1,0,NaN
16,441,1,0,1,1,476
16,442,1,0,1,0,NaN
16,442,1,0,2,0,NaN
16,442,1,0,1,1,442
16,445,1,0,2,0,NaN
16,445,1,0,1,0,NaN
16,445,1,0,1,1,583
16,449,2,0,2,0,NaN
16,449,2,0,2,0,NaN
16,449,2,0,2,1,475
16,450,2,0,1,3,NaN
16,450,2,0,1,3,NaN
16,451,1,0,2,0,NaN
16,451,1,0,2,2,475
16,452,1,0,1,0,NaN
16,452,1,0,1,1,592
16,455,1,0,2,0,NaN
16,455,1,0,1,0,NaN
16,455,1,0,1,1,476
16,457,1,0,2,2,516
16,459,1,0,1,0,NaN
16,459,1,0,2,2,633
16,461,1,0,2,0,NaN
16,461,1,0,1,0,NaN
16,461,1,0,1,1,425
16,463,2,0,2,1,767
16,463,2,0,1,0,NaN
16,464,2,0,2,1,841
16,465,1,0,1,0,NaN
16,465,1,0,1,1,525
16,466,1,0,2,3,NaN
16,472,2,0,1,3,NaN
16,472,2,0,1,3,NaN
16,472,2,0,1,3,NaN
16,473,1,0,2,3,NaN
16,473,1,0,2,3,NaN
16,473,1,0,2,3,NaN
16,475,2,0,2,1,801
16,476,2,0,2,0,NaN
16,476,2,0,2,0,NaN
16,476,2,0,2,1,484
16,478,2,0,2,1,534
16,478,2,0,1,0,NaN
16,479,2,0,2,0,NaN
16,479,2,0,2,1,475
16,480,2,0,1,2,726
16,481,1,0,2,2,558
16,481,1,0,2,0,NaN
16,484,2,0,1,3,NaN
16,485,1,0,2,0,NaN
16,485,1,0,1,0,NaN
16,485,1,0,1,1,458
16,488,1,0,2,0,NaN
16,488,1,0,2,0,NaN
16,488,1,0,1,1,759
16,489,1,0,2,3,NaN
16,489,1,0,2,3,NaN
16,491,1,0,2,3,NaN
16,493,2,0,2,0,NaN
16,493,2,0,2,1,658
16,495,1,0,1,0,NaN
16,495,1,0,2,0,NaN
16,495,1,0,1,1,350
16,498,2,0,2,0,NaN
16,498,2,0,2,0,NaN
16,498,2,0,2,1,700
16,499,1,0,2,0,NaN
16,499,1,0,1,1,500
16,500,1,0,1,0,NaN
16,500,1,0,1,1,799
16,501,1,0,1,1,533
16,505,1,0,2,3,NaN
16,506,2,0,2,1,767
16,507,2,0,1,3,NaN
16,507,2,0,1,3,NaN
16,508,1,0,2,0,NaN
16,508,1,0,1,1,601
16,511,2,0,2,1,700
16,512,1,0,2,3,NaN
16,512,1,0,2,3,NaN
16,513,2,0,1,3,NaN
16,513,2,0,1,3,NaN
16,513,2,0,1,3,NaN
16,514,2,0,1,0,NaN
16,514,2,0,2,1,584
16,515,1,0,1,1,617
16,517,1,0,1,1,467
16,517,1,0,2,0,NaN
16,518,2,0,1,3,NaN
16,518,2,0,1,3,NaN
16,518,2,0,1,3,NaN
16,519,1,0,1,1,501
16,519,1,0,2,0,NaN
16,523,2,0,1,0,NaN
16,523,2,0,2,1,525
16,524,1,0,1,0,NaN
16,524,1,0,1,0,NaN
16,524,1,0,1,1,633
16,526,2,0,1,0,NaN
16,526,2,0,2,1,559
16,528,2,0,1,3,NaN
16,528,2,0,1,3,NaN
16,532,1,0,2,0,NaN
16,532,1,0,1,1,559
16,534,2,0,2,0,NaN
16,534,2,0,1,0,NaN
16,534,2,0,2,1,633
16,535,2,0,2,0,NaN
16,536,2,0,2,1,625
16,538,1,0,2,0,NaN
16,538,1,0,2,2,524
16,539,1,0,1,1,517
16,544,2,0,2,0,NaN
16,544,2,0,2,1,417
16,544,2,0,1,0,NaN
16,545,2,0,2,0,NaN
16,545,2,0,2,1,467
16,546,2,0,2,1,484
16,547,1,0,1,0,NaN
16,547,1,0,2,3,NaN
16,550,1,0,1,0,NaN
16,551,2,0,2,1,559
16,552,1,0,1,0,NaN
16,552,1,0,2,3,NaN
16,553,1,0,2,3,NaN
16,553,1,0,2,3,NaN
16,553,1,0,2,3,NaN
16,555,1,0,1,1,558
16,557,2,0,2,0,NaN
16,557,2,0,2,0,NaN
16,557,2,0,2,1,367
16,558,2,0,2,1,767
16,560,2,0,2,1,558
16,560,2,0,1,0,NaN
16,564,1,0,2,2,509
16,565,2,0,2,1,584
16,565,2,0,1,0,NaN
16,567,2,0,1,0,NaN
16,567,2,0,2,1,559
16,569,1,0,2,2,557
16,570,2,0,1,3,NaN
16,570,2,0,1,3,NaN
16,571,1,0,1,0,NaN
16,571,1,0,1,1,541
16,572,2,0,1,3,NaN
16,573,1,0,1,0,NaN
16,573,1,0,1,1,616
16,574,2,0,1,3,NaN
16,576,2,0,1,0,NaN
16,576,2,0,2,1,483
16,577,2,0,1,3,NaN
16,577,2,0,1,3,NaN
16,578,1,0,2,3,NaN
16,578,1,0,2,3,NaN
16,578,1,0,2,3,NaN
16,581,2,0,1,0,NaN
16,581,2,0,2,1,592
16,582,2,0,1,3,NaN
16,582,2,0,1,3,NaN
16,582,2,0,1,3,NaN
16,583,1,0,2,0,NaN
16,583,1,0,1,1,442
16,584,1,0,1,0,NaN
16,584,1,0,2,2,392
16,584,1,0,1,0,NaN
16,586,2,0,2,0,NaN
16,586,2,0,1,0,NaN
16,586,2,0,2,1,434
16,587,1,0,2,0,NaN
16,588,2,0,2,0,NaN
16,588,2,0,2,0,NaN
16,588,2,0,2,1,342
16,589,2,0,1,3,NaN
16,590,1,0,1,1,550
16,591,2,0,2,1,642
16,593,1,0,1,0,NaN
16,593,1,0,2,2,609
16,594,2,0,1,3,NaN
16,594,2,0,1,3,NaN
16,595,1,0,1,0,NaN
16,595,1,0,2,2,358
16,597,1,0,1,1,625
16,597,1,0,2,0,NaN
16,598,1,0,1,1,783
16,600,2,0,2,0,NaN
16,600,2,0,2,1,458
17,2,1,0,1,0,NaN
17,2,1,0,2,2,467
17,3,1,0,1,0,NaN
17,3,1,0,1,1,558
17,4,2,0,2,0,NaN
17,4,2,0,2,0,NaN
17,4,2,0,2,1,417
17,7,2,0,1,3,NaN
17,9,1,0,2,0,NaN
17,9,1,0,2,2,425
17,10,2,0,2,0,NaN
17,10,2,0,2,0,NaN
17,10,2,0,2,1,426
17,12,2,0,1,3,NaN
17,13,2,0,2,0,NaN
17,13,2,0,2,0,NaN
17,13,2,0,2,1,458
17,18,1,0,2,2,375
17,20,2,0,2,0,NaN
17,20,2,0,1,2,358
17,22,1,0,2,2,425
17,22,1,0,1,0,NaN
17,23,2,0,1,0,NaN
17,23,2,0,1,0,NaN
17,23,2,0,2,1,432
17,25,2,0,1,3,NaN
17,25,2,0,1,3,NaN
17,25,2,0,1,3,NaN
17,27,2,0,2,1,500
17,29,1,0,1,0,NaN
17,29,1,0,2,2,467
17,31,1,0,2,2,466
17,32,1,0,1,1,541
17,33,1,0,2,2,383
17,34,1,0,1,0,NaN
17,34,1,0,1,1,458
17,35,1,0,2,0,NaN
17,35,1,0,2,2,742
17,35,1,0,1,0,NaN
17,36,2,0,1,3,NaN
17,37,2,0,1,0,NaN
17,37,2,0,2,0,NaN
17,37,2,0,2,1,424
17,38,1,0,2,2,425
17,39,2,0,1,0,NaN
17,39,2,0,2,1,483
17,40,1,0,1,0,NaN
17,40,1,0,2,0,NaN
17,40,1,0,2,2,467
17,41,1,0,2,2,551
17,41,1,0,1,0,NaN
17,41,1,0,1,0,NaN
17,42,2,0,1,3,NaN
17,45,2,0,1,0,NaN
17,45,2,0,2,1,476
17,45,2,0,1,0,NaN
17,47,2,0,1,3,NaN
17,47,2,0,1,3,NaN
17,48,1,0,2,2,493
17,48,1,0,2,0,NaN
17,49,1,0,1,0,NaN
17,49,1,0,2,2,434
17,50,2,0,2,1,417
17,51,2,0,2,0,NaN
17,51,2,0,1,0,NaN
17,51,2,0,2,1,424
17,52,1,0,2,2,458
17,52,1,0,1,0,NaN
17,56,1,0,1,0,NaN
17,56,1,0,1,1,484
17,59,2,0,1,3,NaN
17,59,2,0,1,3,NaN
17,59,2,0,1,3,NaN
17,61,2,0,1,3,NaN
17,61,2,0,1,3,NaN
17,62,2,0,2,0,NaN
17,62,2,0,2,1,567
17,63,2,0,1,3,NaN
17,65,2,0,2,0,NaN
17,65,2,0,1,0,NaN
17,65,2,0,1,2,517
17,68,1,0,2,0,NaN
17,68,1,0,2,2,425
17,72,2,0,1,0,NaN
17,72,2,0,1,0,NaN
17,72,2,0,2,1,466
17,73,2,0,2,0,NaN
17,73,2,0,2,1,417
17,73,2,0,1,0,NaN
17,74,1,0,2,0,NaN
17,74,1,0,2,0,NaN
17,74,1,0,2,2,474
17,76,1,0,1,0,NaN
17,76,1,0,1,0,NaN
17,78,2,0,2,0,NaN
17,78,2,0,2,1,500
17,78,2,0,1,0,NaN
17,79,1,0,2,3,NaN
17,79,1,0,2,3,NaN
17,79,1,0,1,0,NaN
17,80,1,0,1,0,NaN
17,80,1,0,2,2,568
17,80,1,0,2,0,NaN
17,81,1,0,1,0,NaN
17,81,1,0,2,2,508
17,82,1,0,1,1,558
17,85,2,0,2,1,467
17,86,2,0,2,1,424
17,88,2,0,2,1,459
17,89,2,0,2,0,NaN
17,89,2,0,1,0,NaN
17,89,2,0,2,1,476
17,91,2,0,1,0,NaN
17,91,2,0,2,1,474
17,93,2,0,1,3,NaN
17,93,2,0,1,3,NaN
17,95,1,0,2,2,408
17,98,1,0,1,1,542
17,98,1,0,1,0,NaN
17,100,1,0,2,2,458
17,104,1,0,2,2,476
17,104,1,0,1,0,NaN
17,105,2,0,1,0,NaN
17,105,2,0,2,0,NaN
17,105,2,0,2,1,459
17,107,1,0,1,0,NaN
17,107,1,0,1,1,509
17,108,1,0,1,0,NaN
17,108,1,0,2,2,433
17,109,1,0,2,2,459
17,110,2,0,1,3,NaN
17,111,2,0,2,0,NaN
17,111,2,0,2,1,484
17,111,2,0,1,0,NaN
17,112,1,0,1,1,734
17,112,1,0,1,0,NaN
17,113,2,0,2,1,442
17,117,1,0,1,0,NaN
17,117,1,0,2,2,483
