ParticipantNo,Trial,AttendedColor,Reward,EventType,Response,RT
30,113,1,0,1,1,549
30,115,2,0,2,0,NaN
30,115,2,0,1,0,NaN
30,115,2,0,2,1,865
30,116,1,0,2,3,NaN
30,116,1,0,2,3,NaN
30,119,2,0,1,3,NaN
30,119,2,0,1,3,NaN
30,120,2,0,2,1,616
30,121,2,0,1,0,NaN
30,121,2,0,1,0,NaN
30,121,2,0,2,1,625
30,122,1,0,2,0,NaN
30,122,1,0,1,1,716
30,126,2,0,2,1,583
30,126,2,0,1,0,NaN
30,127,2,0,1,0,NaN
30,127,2,0,2,1,509
30,127,2,0,1,0,NaN
30,130,1,0,1,1,583
30,130,1,0,2,0,NaN
30,133,2,0,2,1,800
30,134,1,0,1,1,708
30,135,1,0,1,0,NaN
30,135,1,0,1,1,550
30,136,2,0,1,0,NaN
30,136,2,0,2,1,542
30,138,1,0,1,0,NaN
30,138,1,0,1,1,459
30,139,1,0,1,0,NaN
30,139,1,0,2,2,542
30,143,1,0,2,2,575
30,143,1,0,2,0,NaN
30,148,1,0,1,1,583
30,149,2,0,2,0,NaN
30,151,1,0,2,0,NaN
30,151,1,0,1,0,NaN
30,151,1,0,1,1,509
30,152,2,0,1,0,NaN
30,152,2,0,2,0,NaN
30,152,2,0,2,1,591
30,157,2,0,1,0,NaN
30,157,2,0,2,1,550
30,158,1,0,1,1,791
30,160,2,0,1,3,NaN
30,161,2,0,1,3,NaN
30,161,2,0,1,3,NaN
30,162,2,0,2,1,634
30,163,2,0,2,1,566
30,163,2,0,1,0,NaN
30,164,1,0,1,1,566
30,165,2,0,1,0,NaN
30,165,2,0,2,1,558
30,166,1,0,2,0,NaN
30,166,1,0,1,0,NaN
30,166,1,0,1,1,517
30,167,2,0,1,0,NaN
30,167,2,0,1,0,NaN
30,167,2,0,2,1,550
30,168,1,0,2,0,NaN
30,168,1,0,1,1,517
30,169,1,0,2,0,NaN
30,169,1,0,1,1,533
30,171,1,0,2,0,NaN
30,171,1,0,1,1,500
30,171,1,0,2,0,NaN
30,176,2,0,1,3,NaN
30,177,2,0,2,1,666
30,180,1,0,1,0,NaN
30,180,1,0,1,1,433
30,180,1,0,2,0,NaN
30,182,1,0,1,0,NaN
30,182,1,0,1,1,526
30,183,2,0,1,3,NaN
30,184,2,0,2,0,NaN
30,184,2,0,2,1,534
30,184,2,0,1,0,NaN
30,187,1,0,1,0,NaN
30,187,1,0,1,1,607
30,187,1,0,2,0,NaN
30,189,2,0,1,0,NaN
30,189,2,0,1,0,NaN
30,189,2,0,2,1,634
30,190,2,0,1,0,NaN
30,190,2,0,2,1,717
30,193,1,0,1,1,566
30,193,1,0,2,0,NaN
30,198,1,0,1,1,600
30,198,1,0,2,0,NaN
30,199,2,0,1,0,NaN
30,199,2,0,2,1,566
30,202,2,0,1,0,NaN
30,202,2,0,1,0,NaN
30,202,2,1,2,1,491
30,203,2,0,2,0,NaN
30,203,2,1,2,1,535
30,203,2,0,1,0,NaN
30,205,2,1,2,1,618
30,207,1,0,2,0,NaN
30,207,1,0,1,0,NaN
30,207,1,1,1,1,417
30,208,1,0,2,3,NaN
30,209,1,0,2,3,NaN
30,209,1,0,2,3,NaN
30,209,1,0,2,3,NaN
30,210,1,0,1,1,608
30,210,1,0,2,0,NaN
30,210,1,0,2,0,NaN
30,211,2,0,1,0,NaN
30,211,2,0,1,0,NaN
30,211,2,1,2,1,458
30,212,1,0,1,1,567
30,215,2,1,2,1,658
30,216,2,0,1,3,NaN
30,218,1,0,2,3,NaN
30,219,2,1,2,0,NaN
30,219,2,0,1,0,NaN
30,219,2,1,2,1,617
30,220,2,0,2,1,550
30,223,1,0,2,0,NaN
30,223,1,0,1,1,567
30,226,2,0,1,3,NaN
30,226,2,0,1,3,NaN
30,229,2,0,1,3,NaN
30,230,2,1,2,0,NaN
30,230,2,1,2,1,384
30,231,2,1,2,1,500
30,232,2,0,2,0,NaN
30,232,2,0,2,1,525
30,233,2,1,2,1,551
30,238,2,0,1,3,NaN
30,238,2,0,1,3,NaN
30,238,2,0,1,3,NaN
30,239,2,0,1,2,559
30,240,1,0,2,3,NaN
30,240,1,0,2,3,NaN
30,243,1,0,2,3,NaN
30,243,1,0,2,3,NaN
30,244,2,0,1,0,NaN
30,244,2,0,1,0,NaN
30,244,2,1,2,1,558
30,245,2,0,1,0,NaN
30,245,2,1,2,1,550
30,247,2,0,1,0,NaN
30,247,2,0,1,0,NaN
30,247,2,0,2,1,684
30,248,1,0,2,3,NaN
30,249,1,0,1,0,NaN
30,249,1,1,1,1,450
30,252,1,0,2,0,NaN
30,252,1,1,1,1,509
30,255,2,1,2,0,NaN
30,255,2,0,1,0,NaN
30,255,2,1,2,1,559
30,260,2,1,2,0,NaN
30,260,2,1,2,1,492
30,262,1,0,2,0,NaN
30,262,1,0,1,1,517
30,262,1,0,2,0,NaN
30,263,1,0,1,1,625
30,264,2,0,1,3,NaN
30,267,2,0,2,1,524
30,268,1,0,2,3,NaN
30,268,1,0,2,3,NaN
30,269,2,0,1,0,NaN
30,269,2,1,2,1,491
30,269,2,0,1,0,NaN
30,270,2,0,1,2,776
30,271,2,0,1,3,NaN
30,274,1,0,2,0,NaN
30,274,1,0,2,0,NaN
30,274,1,0,1,1,616
30,275,1,0,2,0,NaN
30,275,1,0,1,0,NaN
30,275,1,0,1,1,567
30,276,2,0,2,1,508
30,278,2,1,2,0,NaN
30,278,2,0,1,0,NaN
30,278,2,1,2,1,516
30,279,1,0,2,3,NaN
30,280,1,0,1,1,633
30,280,1,0,2,0,NaN
30,281,1,0,2,0,NaN
30,281,1,0,1,1,575
30,282,2,0,1,0,NaN
30,282,2,1,2,1,491
30,282,2,0,1,0,NaN
30,284,2,0,1,3,NaN
30,284,2,0,1,3,NaN
30,285,1,0,2,0,NaN
30,285,1,0,1,1,592
30,286,1,0,1,0,NaN
30,286,1,0,1,1,517
30,288,1,0,1,1,500
30,289,1,0,1,0,NaN
30,289,1,1,1,1,558
30,291,1,0,1,1,625
30,292,1,0,1,0,NaN
30,292,1,0,2,2,534
30,293,1,0,2,0,NaN
30,293,1,0,1,1,492
30,296,1,0,1,0,NaN
30,296,1,0,2,0,NaN
30,296,1,0,1,1,492
30,297,1,0,2,0,NaN
30,297,1,0,1,1,533
30,298,2,0,1,0,NaN
30,298,2,1,2,1,533
30,299,2,1,2,0,NaN
30,299,2,1,2,0,NaN
30,299,2,1,2,1,533
30,300,2,0,1,3,NaN
30,300,2,0,1,3,NaN
30,301,1,0,2,3,NaN
30,303,2,0,1,0,NaN
30,303,2,1,2,1,475
30,303,2,0,1,0,NaN
30,304,1,0,2,3,NaN
30,304,1,0,2,3,NaN
30,305,1,0,1,1,682
30,306,2,1,2,1,467
30,310,2,0,1,3,NaN
30,311,1,0,2,0,NaN
30,311,1,0,2,0,NaN
30,311,1,0,1,1,575
30,313,1,0,2,0,NaN
30,313,1,0,1,0,NaN
30,313,1,0,1,1,467
30,316,1,0,2,3,NaN
30,316,1,0,2,3,NaN
30,317,2,1,2,1,567
30,323,1,0,1,0,NaN
30,323,1,1,1,1,491
30,323,1,0,2,0,NaN
30,324,2,0,1,3,NaN
30,325,1,0,1,0,NaN
30,325,1,1,1,1,541
30,326,1,0,1,0,NaN
30,326,1,1,1,0,NaN
30,326,1,0,1,1,533
30,327,1,0,2,3,NaN
30,327,1,0,2,3,NaN
30,328,2,0,1,3,NaN
30,330,2,1,2,0,NaN
30,330,2,0,1,0,NaN
30,330,2,0,2,1,558
30,332,1,0,1,1,500
30,333,2,1,2,0,NaN
30,333,2,1,2,1,608
30,336,1,0,2,3,NaN
30,339,1,0,2,3,NaN
30,341,1,0,2,3,NaN
30,343,2,0,1,0,NaN
30,343,2,1,2,0,NaN
30,343,2,1,2,1,509
30,344,1,1,1,1,551
30,345,2,0,2,0,NaN
30,345,2,0,1,0,NaN
30,345,2,1,2,1,426
30,346,1,0,1,0,NaN
30,346,1,0,1,1,500
30,347,2,0,1,3,NaN
30,348,2,1,2,0,NaN
30,348,2,1,2,1,542
30,349,2,1,2,1,467
30,349,2,0,1,0,NaN
30,351,2,0,1,0,NaN
30,351,2,0,1,0,NaN
30,351,2,0,2,1,492
30,352,1,0,1,0,NaN
30,352,1,0,1,1,492
30,352,1,0,2,0,NaN
30,353,2,0,1,3,NaN
30,353,2,0,1,3,NaN
30,353,2,0,1,3,NaN
30,354,1,0,2,0,NaN
30,354,1,0,1,0,NaN
30,354,1,1,1,1,467
30,355,1,0,1,1,484
30,355,1,0,2,0,NaN
30,356,2,1,2,0,NaN
30,356,2,0,2,0,NaN
30,356,2,1,2,1,600
30,357,2,1,2,1,459
30,357,2,0,1,0,NaN
30,358,1,0,1,1,534
30,361,1,0,2,0,NaN
30,361,1,1,1,1,592
30,364,1,0,1,1,551
30,364,1,0,2,0,NaN
30,365,1,0,1,0,NaN
30,365,1,0,1,1,575
30,366,2,0,1,0,NaN
30,366,2,0,2,1,475
30,368,1,0,2,0,NaN
30,368,1,0,2,0,NaN
30,368,1,0,1,1,583
30,369,1,0,1,0,NaN
30,369,1,0,2,0,NaN
30,369,1,1,1,1,467
30,370,2,1,2,1,601
30,370,2,0,1,0,NaN
30,372,1,0,1,1,533
30,372,1,0,2,0,NaN
30,373,2,1,2,0,NaN
30,373,2,1,2,1,474
30,374,2,1,2,0,NaN
30,374,2,1,2,1,484
30,374,2,0,1,0,NaN
30,375,2,1,2,1,559
30,375,2,0,1,0,NaN
30,378,2,0,1,3,NaN
30,380,1,0,2,0,NaN
30,380,1,0,1,1,492
30,381,2,1,2,0,NaN
30,381,2,1,2,1,541
30,384,1,1,1,1,508
30,384,1,0,2,0,NaN
30,384,1,0,2,0,NaN
30,389,1,0,2,0,NaN
30,389,1,0,1,1,607
30,390,1,0,1,1,700
30,390,1,0,2,0,NaN
30,392,2,0,1,3,NaN
30,392,2,0,1,3,NaN
30,392,2,0,1,3,NaN
30,395,2,0,1,3,NaN
30,395,2,0,1,3,NaN
30,396,1,0,2,3,NaN
30,396,1,0,2,3,NaN
30,398,2,0,1,3,NaN
30,401,1,0,1,1,575
30,401,1,0,2,0,NaN
30,405,1,0,1,1,500
30,405,1,0,2,0,NaN
30,406,2,0,2,0,NaN
30,406,2,0,2,1,517
30,408,1,0,1,0,NaN
30,408,1,0,1,1,526
30,409,2,0,1,3,NaN
30,409,2,0,1,3,NaN
30,409,2,0,1,3,NaN
30,410,2,0,1,0,NaN
30,410,2,0,2,1,516
30,411,2,0,1,0,NaN
30,411,2,0,2,1,566
30,412,1,0,2,0,NaN
30,412,1,0,1,1,467
30,412,1,0,2,0,NaN
30,414,2,0,1,0,NaN
30,414,2,0,2,1,509
30,414,2,0,1,0,NaN
30,415,1,0,1,1,525
30,416,2,0,1,0,NaN
30,416,2,0,2,1,551
30,419,1,0,1,1,508
30,420,1,0,2,3,NaN
30,420,1,0,2,3,NaN
30,422,2,0,2,1,583
30,423,1,0,1,0,NaN
30,423,1,0,1,0,NaN
30,423,1,0,1,1,484
30,424,1,0,2,3,NaN
30,427,1,0,2,0,NaN
30,427,1,0,1,1,458
30,428,2,0,2,1,567
30,431,2,0,1,3,NaN
30,431,2,0,1,3,NaN
30,433,1,0,1,0,NaN
30,433,1,0,1,0,NaN
30,433,1,0,1,1,526
30,437,1,0,2,0,NaN
30,437,1,0,1,1,467
30,442,1,0,1,1,617
30,443,2,0,2,0,NaN
30,443,2,0,2,0,NaN
30,443,2,0,2,1,567
30,444,1,0,1,0,NaN
30,444,1,0,1,1,459
30,444,1,0,2,0,NaN
30,445,1,0,1,1,474
30,445,1,0,2,0,NaN
30,445,1,0,2,0,NaN
30,446,2,0,2,1,583
30,446,2,0,1,0,NaN
30,447,1,0,2,3,NaN
30,450,2,0,1,3,NaN
30,453,2,0,1,0,NaN
30,453,2,0,2,1,500
30,454,1,0,1,1,592
30,455,2,0,1,0,NaN
30,455,2,0,2,1,509
30,457,2,0,2,0,NaN
30,457,2,0,2,1,483
30,461,2,0,2,1,584
30,462,2,0,2,0,NaN
30,462,2,0,2,1,500
30,465,1,0,1,0,NaN
30,465,1,0,1,1,559
30,467,2,0,2,1,508
30,467,2,0,1,0,NaN
30,468,2,0,2,0,NaN
30,468,2,0,2,1,500
30,469,1,0,2,3,NaN
30,472,1,0,2,3,NaN
30,472,1,0,2,3,NaN
30,472,1,0,2,3,NaN
30,473,2,0,2,0,NaN
30,473,2,0,2,0,NaN
30,473,2,0,2,1,516
30,474,1,0,2,3,NaN
30,476,2,0,1,3,NaN
30,476,2,0,1,3,NaN
30,478,1,0,2,0,NaN
30,478,1,0,1,1,591
30,481,2,0,1,3,NaN
30,481,2,0,1,3,NaN
30,482,1,0,1,0,NaN
30,482,1,0,1,1,483
30,482,1,0,2,0,NaN
30,483,2,0,1,3,NaN
30,483,2,0,1,3,NaN
30,484,1,0,1,1,667
30,484,1,0,2,0,NaN
30,487,1,0,2,3,NaN
30,489,2,0,1,3,NaN
30,490,2,0,1,3,NaN
30,490,2,0,1,3,NaN
30,490,2,0,1,3,NaN
30,491,2,0,1,3,NaN
30,491,2,0,2,0,NaN
30,492,1,0,1,0,NaN
30,492,1,0,1,1,500
30,492,1,0,2,0,NaN
30,495,2,0,1,3,NaN
30,495,2,0,1,3,NaN
30,499,2,0,2,1,591
30,499,2,0,1,0,NaN
30,501,2,0,2,1,575
30,503,2,0,1,3,NaN
30,504,1,0,2,3,NaN
30,504,1,0,2,3,NaN
30,504,1,0,2,3,NaN
30,505,1,0,2,3,NaN
30,507,2,0,1,3,NaN
30,508,2,0,2,0,NaN
30,508,2,0,2,1,493
30,510,2,0,2,1,534
30,511,2,0,2,1,509
30,511,2,0,1,0,NaN
30,512,1,0,2,3,NaN
30,514,2,0,2,0,NaN
30,514,2,0,2,0,NaN
30,514,2,0,2,1,533
30,515,1,0,2,3,NaN
30,516,1,0,1,0,NaN
30,516,1,0,1,1,559
30,516,1,0,2,0,NaN
30,517,1,0,2,0,NaN
30,517,1,0,1,1,508
30,518,2,0,1,0,NaN
30,518,2,0,2,1,667
30,519,1,0,2,3,NaN
30,519,1,0,2,3,NaN
30,520,2,0,1,3,NaN
30,520,2,0,1,3,NaN
30,522,2,0,2,0,NaN
30,522,2,0,2,0,NaN
30,522,2,0,2,1,558
30,523,2,0,1,3,NaN
30,524,2,0,1,3,NaN
30,525,1,0,1,0,NaN
30,525,1,0,1,1,508
30,526,2,0,2,0,NaN
30,526,2,0,1,0,NaN
30,526,2,0,2,1,617
30,527,1,0,2,0,NaN
30,527,1,0,2,2,476
30,528,2,0,1,3,NaN
30,528,2,0,1,3,NaN
30,528,2,0,1,3,NaN
30,529,2,0,2,1,516
30,530,1,0,2,0,NaN
30,530,1,0,1,1,500
30,533,1,0,1,0,NaN
30,533,1,0,1,1,550
30,534,1,0,1,0,NaN
30,534,1,0,2,0,NaN
30,534,1,0,1,1,533
30,536,1,0,1,0,NaN
30,536,1,0,1,1,559
30,537,1,0,2,0,NaN
30,537,1,0,1,1,517
30,539,1,0,1,1,559
30,539,1,0,2,0,NaN
30,542,2,0,2,0,NaN
30,542,2,0,1,0,NaN
30,542,2,0,2,1,575
30,543,2,0,2,1,634
30,545,2,0,2,1,517
30,546,1,0,2,0,NaN
30,546,1,0,1,1,492
30,549,1,0,1,1,658
30,550,2,0,2,1,584
30,550,2,0,1,0,NaN
30,550,2,0,1,0,NaN
30,551,1,0,2,3,NaN
30,552,1,0,1,0,NaN
30,552,1,0,2,0,NaN
30,552,1,0,1,1,542
30,554,2,0,1,0,NaN
30,554,2,0,1,0,NaN
30,554,2,0,2,1,484
30,558,1,0,2,0,NaN
30,558,1,0,2,0,NaN
30,558,1,0,1,1,491
30,559,1,0,1,1,558
30,559,1,0,2,0,NaN
30,559,1,0,2,0,NaN
30,560,2,0,1,3,NaN
30,560,2,0,1,3,NaN
30,562,1,0,2,0,NaN
30,562,1,0,1,1,575
30,563,2,0,1,3,NaN
30,565,2,0,2,1,641
30,565,2,0,1,0,NaN
30,566,2,0,1,0,NaN
30,566,2,0,1,0,NaN
30,566,2,0,2,1,474
30,568,1,0,2,3,NaN
30,569,1,0,1,1,541
30,571,1,0,2,0,NaN
30,571,1,0,2,0,NaN
30,571,1,0,1,1,425
30,572,2,0,1,0,NaN
30,572,2,0,2,0,NaN
30,572,2,0,2,1,492
30,573,1,0,1,1,492
30,575,2,0,1,0,NaN
30,575,2,0,2,0,NaN
30,575,2,0,2,1,524
30,576,1,0,2,0,NaN
30,576,1,0,1,0,NaN
30,576,1,0,1,1,509
30,578,2,0,1,0,NaN
30,578,2,0,2,0,NaN
30,578,2,0,2,1,474
30,579,1,0,2,0,NaN
30,579,1,0,1,0,NaN
30,579,1,0,1,1,467
30,582,1,0,2,0,NaN
30,582,1,0,2,0,NaN
30,582,1,0,1,1,633
30,583,1,0,2,0,NaN
30,583,1,0,1,1,550
30,583,1,0,2,0,NaN
30,584,2,0,1,3,NaN
30,584,2,0,1,3,NaN
30,586,1,0,2,0,NaN
30,586,1,0,1,1,524
30,588,2,0,1,0,NaN
30,588,2,0,2,1,708
30,589,2,0,1,3,NaN
30,589,2,0,1,3,NaN
30,590,1,0,2,3,NaN
30,593,1,0,1,1,559
30,594,2,0,2,0,NaN
30,594,2,0,2,1,484
30,599,2,0,2,1,550
30,600,1,0,2,3,NaN
30,600,1,0,2,3,NaN
31,1,2,0,2,0,NaN
31,1,2,0,2,0,NaN
31,1,2,0,1,2,574
31,4,2,0,2,1,575
31,4,2,0,1,0,NaN
31,11,2,0,2,0,NaN
31,11,2,0,2,1,599
31,11,2,0,2,0,NaN
31,12,2,0,1,0,NaN
31,12,2,0,1,0,NaN
31,12,2,0,2,1,592
31,13,2,0,1,3,NaN
31,13,2,0,1,3,NaN
31,14,2,0,1,3,NaN
31,16,2,0,2,1,700
31,17,2,0,2,0,NaN
31,17,2,0,2,1,492
31,21,2,0,1,0,NaN
31,21,2,0,2,0,NaN
31,21,2,0,2,0,NaN
31,22,2,0,2,0,NaN
31,22,2,0,1,0,NaN
31,23,2,0,1,0,NaN
31,23,2,0,2,1,601
31,24,1,0,1,1,509
31,26,2,0,1,0,NaN
31,26,2,0,2,0,NaN
31,26,2,0,1,0,NaN
31,27,2,0,1,0,NaN
31,27,2,0,2,1,708
31,28,1,0,1,0,NaN
31,30,1,0,2,2,783
31,30,1,0,1,0,NaN
31,33,1,0,2,0,NaN
31,33,1,0,2,2,866
31,34,2,0,1,0,NaN
31,34,2,0,2,1,526
31,34,2,0,1,0,NaN
31,35,1,0,2,2,774
31,35,1,0,2,0,NaN
31,35,1,0,2,0,NaN
31,36,2,0,2,0,NaN
31,38,1,0,1,1,667
31,38,1,0,1,0,NaN
31,40,2,0,1,0,NaN
31,40,2,0,2,0,NaN
31,40,2,0,2,0,NaN
31,41,2,0,2,0,NaN
31,41,2,0,1,0,NaN
31,41,2,0,1,2,650
31,42,1,0,2,2,642
31,43,2,0,2,0,NaN
31,43,2,0,2,1,617
31,43,2,0,1,0,NaN
31,44,2,0,2,0,NaN
31,44,2,0,1,2,341
31,47,2,0,1,3,NaN
31,47,2,0,1,3,NaN
31,53,1,0,1,0,NaN
31,53,1,0,1,1,458
31,53,1,0,1,0,NaN
31,55,1,0,1,1,684
31,56,1,0,2,0,NaN
31,56,1,0,1,0,NaN
31,57,1,0,2,3,NaN
31,59,1,0,1,0,NaN
31,60,1,0,2,0,NaN
31,60,1,0,1,1,792
31,61,1,0,1,0,NaN
31,62,2,0,2,0,NaN
31,62,2,0,2,1,809
31,62,2,0,1,0,NaN
31,63,1,0,2,3,NaN
31,64,2,0,2,0,NaN
31,66,2,0,2,0,NaN
31,66,2,0,2,1,700
31,68,2,0,1,0,NaN
31,68,2,0,2,1,659
31,71,2,0,1,3,NaN
31,71,2,0,1,3,NaN
31,73,1,0,2,2,558
31,74,2,0,1,3,NaN
31,74,2,0,2,0,NaN
31,76,1,0,1,0,NaN
31,76,1,0,2,2,333
31,79,1,0,1,0,NaN
31,79,1,0,2,0,NaN
31,79,1,0,2,2,484
31,81,1,0,1,0,NaN
31,84,1,0,2,2,774
31,84,1,0,2,0,NaN
31,84,1,0,2,0,NaN
31,85,1,0,2,0,NaN
31,85,1,0,2,0,NaN
31,85,1,0,1,1,299
31,86,1,0,2,0,NaN
31,86,1,0,1,0,NaN
31,86,1,0,1,1,741
31,92,2,0,1,3,NaN
31,94,2,0,1,3,NaN
31,96,1,0,2,0,NaN
31,96,1,0,2,2,692
31,98,2,0,1,3,NaN
31,98,2,0,1,3,NaN
31,99,1,0,2,2,783
31,100,2,0,2,1,608
31,100,2,0,1,0,NaN
31,101,2,0,2,1,775
31,101,2,0,1,0,NaN
31,105,1,0,1,0,NaN
31,105,1,0,1,0,NaN
31,105,1,0,2,2,376
31,106,1,0,1,0,NaN
31,106,1,0,2,0,NaN
31,109,2,0,1,0,NaN
31,109,2,0,1,2,417
31,110,2,0,2,1,500
31,112,2,0,1,3,NaN
31,113,1,0,1,0,NaN
31,113,1,0,1,0,NaN
31,113,1,0,1,1,483
31,114,2,0,2,1,550
31,116,2,0,2,1,741
31,117,2,0,1,3,NaN
31,118,1,0,1,0,NaN
31,118,1,0,1,1,559
31,119,1,0,2,0,NaN
31,119,1,0,1,0,NaN
31,119,1,0,2,0,NaN
31,120,2,0,1,3,NaN
31,120,2,0,1,3,NaN
31,121,1,0,1,0,NaN
31,121,1,0,1,1,542
31,126,1,0,2,0,NaN
31,126,1,0,1,1,684
31,126,1,0,1,0,NaN
31,127,2,0,1,0,NaN
31,127,2,0,2,1,691
31,129,2,0,1,3,NaN
31,130,1,0,1,0,NaN
31,130,1,0,2,0,NaN
31,133,1,0,2,2,716
31,133,1,0,2,0,NaN
31,134,2,0,1,0,NaN
31,134,2,0,2,1,717
31,135,2,0,1,3,NaN
31,137,1,0,1,0,NaN
31,137,1,0,1,1,767
31,137,1,0,1,0,NaN
31,140,1,0,1,1,566
31,140,1,0,1,0,NaN
31,141,2,0,1,3,NaN
31,141,2,0,1,3,NaN
31,145,2,0,2,0,NaN
31,145,2,0,2,0,NaN
31,145,2,0,2,1,650
31,148,1,0,1,0,NaN
31,149,1,0,2,3,NaN
31,150,1,0,2,0,NaN
31,150,1,0,1,0,NaN
31,151,1,0,2,2,508
31,152,2,0,1,0,NaN
31,152,2,0,2,1,559
31,152,2,0,1,0,NaN
31,155,1,0,2,2,725
31,156,1,0,1,1,759
31,157,1,0,2,0,NaN
31,157,1,0,2,2,850
31,158,1,0,2,0,NaN
31,158,1,0,2,0,NaN
31,158,1,0,2,2,575
31,159,1,0,1,1,684
31,159,1,0,1,0,NaN
31,160,2,0,2,0,NaN
31,160,2,0,2,0,NaN
31,160,2,0,2,1,650
31,161,1,0,2,0,NaN
31,161,1,0,2,2,667
31,162,1,0,2,0,NaN
31,162,1,0,1,1,491
31,163,2,0,2,0,NaN
31,163,2,0,1,0,NaN
31,164,2,0,2,0,NaN
31,164,2,0,2,1,691
31,164,2,0,2,0,NaN
31,166,1,0,2,0,NaN
31,166,1,0,1,1,474
31,168,2,0,1,3,NaN
31,169,1,0,1,0,NaN
31,169,1,0,1,0,NaN
31,169,1,0,1,1,317
31,170,2,0,2,1,625
31,172,2,0,2,0,NaN
31,172,2,0,2,0,NaN
31,173,1,0,2,3,NaN
31,174,1,0,1,0,NaN
31,174,1,0,1,1,550
31,176,2,0,1,3,NaN
31,176,2,0,1,3,NaN
31,176,2,0,1,3,NaN
31,177,1,0,2,0,NaN
31,177,1,0,2,2,625
31,179,1,0,2,0,NaN
31,179,1,0,1,1,417
31,179,1,0,2,0,NaN
31,180,1,0,1,0,NaN
31,180,1,0,2,2,342
31,181,2,0,2,0,NaN
31,181,2,0,2,1,642
31,182,1,0,2,0,NaN
31,182,1,0,2,2,526
31,183,2,0,2,0,NaN
31,183,2,0,2,1,467
31,184,2,0,1,3,NaN
31,184,2,0,1,3,NaN
31,186,2,0,1,0,NaN
31,186,2,0,2,1,625
31,186,2,0,1,0,NaN
31,187,2,0,2,0,NaN
31,187,2,0,2,0,NaN
31,191,1,0,2,0,NaN
31,191,1,0,2,0,NaN
31,191,1,0,1,1,474
31,192,1,0,1,0,NaN
31,192,1,0,1,1,575
31,192,1,0,2,0,NaN
31,193,2,0,1,3,NaN
31,193,2,0,1,3,NaN
31,194,1,0,2,0,NaN
31,194,1,0,1,0,NaN
31,194,1,0,2,2,583
31,195,1,0,2,0,NaN
31,195,1,0,1,1,466
31,196,1,0,1,0,NaN
31,196,1,0,2,2,701
31,196,1,0,1,0,NaN
31,197,2,0,1,3,NaN
31,199,2,0,1,0,NaN
31,199,2,0,2,1,609
31,200,1,0,1,0,NaN
31,201,1,0,2,0,NaN
31,201,1,1,1,0,NaN
31,201,1,0,2,2,641
31,202,1,1,1,0,NaN
31,202,1,0,2,2,484
31,204,2,0,1,3,NaN
31,204,2,0,1,3,NaN
31,205,2,0,1,3,NaN
31,205,2,0,1,3,NaN
31,205,2,0,1,3,NaN
31,207,1,0,1,0,NaN
31,207,1,1,1,1,833
31,208,2,0,2,1,742
31,208,2,0,1,0,NaN
31,209,1,1,1,1,576
31,211,2,1,2,0,NaN
31,211,2,0,2,0,NaN
31,211,2,0,2,0,NaN
31,212,1,0,2,0,NaN
31,212,1,0,2,2,792
31,214,2,0,2,1,541
31,214,2,0,1,0,NaN
31,219,1,1,1,0,NaN
31,219,1,0,2,2,508
31,220,2,0,2,0,NaN
31,220,2,0,2,1,584
31,220,2,0,1,0,NaN
31,221,2,0,2,1,634
31,221,2,0,1,0,NaN
31,221,2,0,1,0,NaN
31,223,2,0,2,1,550
31,225,1,0,2,2,484
31,226,2,0,2,0,NaN
31,226,2,0,2,0,NaN
31,226,2,0,2,1,417
31,227,2,0,1,3,NaN
31,227,2,0,1,3,NaN
31,229,1,0,2,0,NaN
31,229,1,0,2,2,458
31,232,1,0,2,2,632
31,233,2,0,1,3,NaN
31,236,2,0,1,3,NaN
31,236,2,0,1,3,NaN
31,237,2,0,2,1,484
31,238,1,1,1,0,NaN
31,238,1,1,1,0,NaN
31,238,1,0,1,1,307
31,239,2,0,1,0,NaN
31,239,2,0,1,0,NaN
31,239,2,0,1,0,NaN
31,240,1,1,1,0,NaN
31,240,1,0,2,0,NaN
31,240,1,1,1,1,783
31,241,2,0,2,0,NaN
31,242,1,1,1,0,NaN
31,243,1,1,1,0,NaN
31,243,1,1,1,0,NaN
31,243,1,1,1,1,599
31,245,1,0,2,2,558
31,246,1,1,1,0,NaN
31,246,1,0,2,0,NaN
31,248,1,0,2,2,608
31,248,1,1,1,0,NaN
31,249,1,0,2,0,NaN
31,249,1,0,2,2,557
31,249,1,0,2,0,NaN
31,250,1,0,2,0,NaN
31,250,1,1,1,1,659
31,252,2,0,1,3,NaN
31,252,2,0,1,3,NaN
31,253,2,0,2,0,NaN
31,253,2,0,2,1,500
31,254,2,0,1,0,NaN
31,254,2,1,2,1,524
31,255,1,0,1,0,NaN
31,255,1,1,1,1,292
31,256,1,0,1,0,NaN
31,256,1,0,2,2,524
31,256,1,0,1,0,NaN
31,258,2,0,1,3,NaN
31,260,2,0,1,0,NaN
31,260,2,0,1,0,NaN
31,260,2,0,2,1,567
31,261,1,1,1,0,NaN
31,261,1,0,2,0,NaN
31,263,2,0,1,0,NaN
31,263,2,0,1,0,NaN
31,264,2,0,1,0,NaN
31,264,2,0,2,1,675
31,266,1,1,1,0,NaN
31,266,1,0,2,2,618
31,267,2,0,1,0,NaN
31,267,2,0,2,0,NaN
31,267,2,0,2,1,618
31,268,1,1,1,0,NaN
31,269,2,0,1,3,NaN
31,269,2,0,1,3,NaN
31,271,2,0,1,3,NaN
31,271,2,0,1,3,NaN
31,272,2,0,1,0,NaN
31,272,2,1,2,0,NaN
